data_referencia,ano,mes,codigo_serie,ipca_alimentos_variacao_mensal_pct
2021-03-01,2021,3,PRECOS12_IPCAAB12,0.13
2021-04-01,2021,4,PRECOS12_IPCAAB12,0.4
2021-05-01,2021,5,PRECOS12_IPCAAB12,0.44
2021-06-01,2021,6,PRECOS12_IPCAAB12,0.43
2021-07-01,2021,7,PRECOS12_IPCAAB12,0.6
2021-08-01,2021,8,PRECOS12_IPCAAB12,1.39
2021-09-01,2021,9,PRECOS12_IPCAAB12,1.02
2021-10-01,2021,10,PRECOS12_IPCAAB12,1.17
2021-11-01,2021,11,PRECOS12_IPCAAB12,-0.04
2021-12-01,2021,12,PRECOS12_IPCAAB12,0.84
2022-01-01,2022,1,PRECOS12_IPCAAB12,1.11
2022-02-01,2022,2,PRECOS12_IPCAAB12,1.28
2022-03-01,2022,3,PRECOS12_IPCAAB12,2.42
2022-04-01,2022,4,PRECOS12_IPCAAB12,2.06
2022-05-01,2022,5,PRECOS12_IPCAAB12,0.48
2022-06-01,2022,6,PRECOS12_IPCAAB12,0.8
2022-07-01,2022,7,PRECOS12_IPCAAB12,1.3
2022-08-01,2022,8,PRECOS12_IPCAAB12,0.24
2022-09-01,2022,9,PRECOS12_IPCAAB12,-0.51
2022-10-01,2022,10,PRECOS12_IPCAAB12,0.72
2022-11-01,2022,11,PRECOS12_IPCAAB12,0.53
2022-12-01,2022,12,PRECOS12_IPCAAB12,0.66
2023-01-01,2023,1,PRECOS12_IPCAAB12,0.59
2023-02-01,2023,2,PRECOS12_IPCAAB12,0.16
2023-03-01,2023,3,PRECOS12_IPCAAB12,0.05
2023-04-01,2023,4,PRECOS12_IPCAAB12,0.71
2023-05-01,2023,5,PRECOS12_IPCAAB12,0.16
2023-06-01,2023,6,PRECOS12_IPCAAB12,-0.66
2023-07-01,2023,7,PRECOS12_IPCAAB12,-0.46
2023-08-01,2023,8,PRECOS12_IPCAAB12,-0.85
2023-09-01,2023,9,PRECOS12_IPCAAB12,-0.71
2023-10-01,2023,10,PRECOS12_IPCAAB12,0.31
2023-11-01,2023,11,PRECOS12_IPCAAB12,0.63
2023-12-01,2023,12,PRECOS12_IPCAAB12,1.11
2024-01-01,2024,1,PRECOS12_IPCAAB12,1.38
2024-02-01,2024,2,PRECOS12_IPCAAB12,0.95
2024-03-01,2024,3,PRECOS12_IPCAAB12,0.53
2024-04-01,2024,4,PRECOS12_IPCAAB12,0.7
2024-05-01,2024,5,PRECOS12_IPCAAB12,0.62
2024-06-01,2024,6,PRECOS12_IPCAAB12,0.44
2024-07-01,2024,7,PRECOS12_IPCAAB12,-1.0
2024-08-01,2024,8,PRECOS12_IPCAAB12,-0.44
2024-09-01,2024,9,PRECOS12_IPCAAB12,0.5
2024-10-01,2024,10,PRECOS12_IPCAAB12,1.06
2024-11-01,2024,11,PRECOS12_IPCAAB12,1.55
2024-12-01,2024,12,PRECOS12_IPCAAB12,1.18
2025-01-01,2025,1,PRECOS12_IPCAAB12,0.96
2025-02-01,2025,2,PRECOS12_IPCAAB12,0.7
2025-03-01,2025,3,PRECOS12_IPCAAB12,1.17
2025-04-01,2025,4,PRECOS12_IPCAAB12,0.82
2025-05-01,2025,5,PRECOS12_IPCAAB12,0.17
2025-06-01,2025,6,PRECOS12_IPCAAB12,-0.18
2025-07-01,2025,7,PRECOS12_IPCAAB12,-0.27
2025-08-01,2025,8,PRECOS12_IPCAAB12,-0.46
2025-09-01,2025,9,PRECOS12_IPCAAB12,-0.26
2025-10-01,2025,10,PRECOS12_IPCAAB12,0.01
2025-11-01,2025,11,PRECOS12_IPCAAB12,-0.01
2025-12-01,2025,12,PRECOS12_IPCAAB12,0.27
2026-01-01,2026,1,PRECOS12_IPCAAB12,0.23
2026-02-01,2026,2,PRECOS12_IPCAAB12,0.26
2026-03-01,2026,3,PRECOS12_IPCAAB12,1.56
2026-04-01,2026,4,PRECOS12_IPCAAB12,1.34
