Causa - CID-BR-10,UF,Obitos
. 024-027 Doenças transmitidas por protozoários,MT,336
... 024 Malária,MT,13
... 025 Leishmaniose,MT,40
... 026 Doença de Chagas,MT,269
... 027 Toxoplasmose,MT,11
. 028-030 Helmintíases,MT,12
... 028 Esquistossomose,MT,3
... 029 Cisticercose,MT,5
... 030 Restante de helmintíases,MT,4
. 031 Restante algumas doenç infec e parasitárias,MT,15461
032-052 NEOPLASIAS,MT,18417
". 032 Neopl malig do lábio, cav oral e faringe",MT,655
. 033 Neoplasia maligna do esôfago,MT,691
. 034 Neoplasia maligna do estômago,MT,1069
". 035 Neoplasia maligna do cólon,reto e ânus",MT,1533
. 036 Neopl malig do fígado e vias bil intrahepát,MT,785
. 037 Neoplasia maligna do pâncreas,MT,870
. 038 Neoplasia maligna da laringe,MT,484
". 039 Neopl malig da traquéia,brônquios e pulmões",MT,2190
. 040 Neoplasia maligna da pele,MT,146
. 041 Neoplasia maligna da mama,MT,1362
. 042 Neoplasia maligna do colo do útero,MT,720
. 043 Neopl malig de corpo e partes n/esp útero,MT,215
. 044 Neoplasia maligna do ovário,MT,262
. 045 Neoplasia maligna da próstata,MT,1601
. 046 Neoplasia maligna da bexiga,MT,307
". 047 Neopl malig mening,encéf e out partes SNC",MT,819
. 048 Linfoma não-Hodgkin,MT,271
. 049 Mieloma mult e neopl malig de plasmócitos,MT,221
. 050 Leucemia,MT,556
". 051 Neoplasias in situ, benig, comport incert",MT,433
. 052 Restante de neoplasias malignas,MT,3227
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,MT,702
. 053 Anemias,MT,426
". 054 Rest d sangue, org hemat e alg transt imunit",MT,276
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",MT,8848
. 055 Diabetes mellitus,MT,6780
. 056 Desnutrição,MT,739
". 057 Rest doenças endócr, nutricion e metabólicas",MT,1329
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,MT,1456
. 058 Transt ment e comport uso subst psicoativas,MT,1126
... 058.1 Trans ment e comport devid uso álcool,MT,811
. 059 Rest transtornos mentais e comportamentais,MT,330
060-063 DOENÇAS DO SISTEMA NERVOSO,MT,3517
. 060 Meningite,MT,78
. 061 Doença de Alzheimer,MT,1754
. 062 Epilepsia,MT,371
. 063 Restante das doenças do sistema nervoso,MT,1314
064 DOENÇAS DOS OLHOS E ANEXOS,MT,0
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,MT,26
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,MT,29580
. 066 Febre reumát aguda e doen reum crôn coração,MT,189
. 067 Doenças hipertensivas,MT,6223
. 068 Doenças isquêmicas do coração,MT,8996
... 068.1 Infarto agudo do miocárdio,MT,7881
. 069 Outras doenças cardíacas,MT,5078
. 070 Doenças cerebrovasculares,MT,7725
. 071 Aterosclerose,MT,42
. 072 Rest doenças do aparelho circulatório,MT,1327
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,MT,11543
. 073 Influenza (gripe),MT,101
. 074 Pneumonia,MT,4787
. 075 Out infec agudas das vias aéreas inferiores,MT,100
... 075.1 Bronquiolite,MT,57
. 076 Doenças crônicas das vias aéreas inferiores,MT,4965
... 076.1 Asma,MT,154
. 077 Restante  doenças do aparelho respiratório,MT,1590
078-082 DOENÇAS DO APARELHO DIGESTIVO,MT,5896
". 078 Úlcera gástrica, duodenal e péptica",MT,349
. 079 Peritonite,MT,111
. 080 Doenças do fígado,MT,2260
... 080.1 Doença alcoólica do fígado,MT,882
... 080.2 Fibrose e cirrose do fígado,MT,854
... 080.3 Outras doenças do fígado,MT,524
. 081 Colecistite,MT,170
. 082 Rest doenças do aparelho digestivo,MT,3006
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,MT,372
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,MT,521
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,MT,4243
. 085 D glomerulares e d renais túbulo-interstic,MT,199
. 086 Insuficiência renal,MT,2483
. 087 Rest doenças do aparelho geniturinário,MT,1561
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",MT,296
. 088 Gravidez que termina em aborto,MT,15
. 089 Outras causas obstétricas diretas,MT,122
. 090 Causas obstétricas indiretas,MT,122
. 091 Causa obstétrica não espec direta/indireta,MT,3
. 092 Causas maternas tardias e sequelas,MT,34
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,MT,2330
. 093 Feto e recemnasc afet fat mat e compl grav,MT,558
. 094 Transt relac duração gestação e cresc fetal,MT,202
. 095 Traumatismo de parto,MT,8
. 096 Trans resp e cardiovas espec per perinatal,MT,796
. 097 Rest afec originadas no período perinatal,MT,766
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",MT,1304
. 098 Malformações congênitas do sistema nervoso,MT,246
. 099 Malf congênitas do aparelho circulatório,MT,417
". 100 Rest de malf cong, deform e anomal Cromoss",MT,641
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",MT,6967
. 101 Senilidade,MT,373
. 102 Morte sem assistência médica,MT,563
". 103 Rest sint, sin e ach anorm clín e laborat",MT,6031
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,MT,20423
. 104 Acidentes de transporte,MT,7292
. 105 Quedas,MT,1813
. 106 Afogamento e submersões acidentais,MT,891
". 107 Exposição à fumaça, ao fogo e às chamas",MT,96
". 108 Envenen, intoxic por ou expos a subst nociv",MT,28
. 109 Lesões autoprovocadas voluntariamente,MT,1757
. 110 Agressões,MT,6156
. 111 Eventos(fatos) cuja intenção é indeterminada,MT,728
. 112 Intervenções legais e operações de guerra,MT,179
. 113 Todas as outras causas externas,MT,1483
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,GO,39941
. 001 Doenças infecciosas intestinais,GO,797
... 003 Diarréia e gastroenterite orig infec pres,GO,590
... 004 Outras doenças infecciosas intestinais,GO,207
..... 004.1 Febres tifóide e paratifóide,GO,0
. 005-006 Tuberculose,GO,539
... 005 Tuberculose respiratória,GO,476
... 006 Outras tuberculoses,GO,63
. 007-015 Outras doenças bacterianas,GO,2549
... 008 Leptospirose,GO,13
... 009 Hanseníase,GO,46
... 010 Tétano,GO,7
..... 010.1 Tétano neonatal,GO,0
..... 010.3 Tétano acidental,GO,7
... 011 Difteria,GO,0
... 012 Coqueluche,GO,0
... 013 Infecção meningocócica,GO,17
... 014 Septicemia,GO,2002
... 015 Infecções com transmissão predom sexual,GO,76
. 016-023 Doenças virais,GO,3139
... 017 Raiva,GO,0
... 018 Dengue,GO,728
... 019 Febre amarela,GO,2
... 020 Out febres p/arbovírus e febr hemor virais,GO,326
... 021 Sarampo,GO,0
... 022 Hepatite viral,GO,257
... 023 Doen p/vírus da imunodefic humana (HIV),GO,1668
. 024-027 Doenças transmitidas por protozoários,GO,3751
... 024 Malária,GO,7
... 025 Leishmaniose,GO,36
... 026 Doença de Chagas,GO,3685
... 027 Toxoplasmose,GO,8
. 028-030 Helmintíases,GO,37
... 028 Esquistossomose,GO,9
... 029 Cisticercose,GO,23
... 030 Restante de helmintíases,GO,5
. 031 Restante algumas doenç infec e parasitárias,GO,29129
032-052 NEOPLASIAS,GO,39764
". 032 Neopl malig do lábio, cav oral e faringe",GO,1431
. 033 Neoplasia maligna do esôfago,GO,1265
. 034 Neoplasia maligna do estômago,GO,1921
". 035 Neoplasia maligna do cólon,reto e ânus",GO,3849
. 036 Neopl malig do fígado e vias bil intrahepát,GO,1715
. 037 Neoplasia maligna do pâncreas,GO,1965
. 038 Neoplasia maligna da laringe,GO,761
". 039 Neopl malig da traquéia,brônquios e pulmões",GO,5475
. 040 Neoplasia maligna da pele,GO,267
. 041 Neoplasia maligna da mama,GO,3114
. 042 Neoplasia maligna do colo do útero,GO,1257
. 043 Neopl malig de corpo e partes n/esp útero,GO,662
. 044 Neoplasia maligna do ovário,GO,726
. 045 Neoplasia maligna da próstata,GO,3005
. 046 Neoplasia maligna da bexiga,GO,815
". 047 Neopl malig mening,encéf e out partes SNC",GO,1925
. 048 Linfoma não-Hodgkin,GO,682
. 049 Mieloma mult e neopl malig de plasmócitos,GO,632
. 050 Leucemia,GO,1163
". 051 Neoplasias in situ, benig, comport incert",GO,518
. 052 Restante de neoplasias malignas,GO,6616
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,GO,1134
. 053 Anemias,GO,717
". 054 Rest d sangue, org hemat e alg transt imunit",GO,417
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",GO,14831
. 055 Diabetes mellitus,GO,11648
. 056 Desnutrição,GO,716
". 057 Rest doenças endócr, nutricion e metabólicas",GO,2467
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,GO,3031
. 058 Transt ment e comport uso subst psicoativas,GO,2577
... 058.1 Trans ment e comport devid uso álcool,GO,1892
. 059 Rest transtornos mentais e comportamentais,GO,454
060-063 DOENÇAS DO SISTEMA NERVOSO,GO,9186
. 060 Meningite,GO,145
. 061 Doença de Alzheimer,GO,4791
. 062 Epilepsia,GO,1005
. 063 Restante das doenças do sistema nervoso,GO,3245
064 DOENÇAS DOS OLHOS E ANEXOS,GO,3
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,GO,38
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,GO,69032
. 066 Febre reumát aguda e doen reum crôn coração,GO,601
. 067 Doenças hipertensivas,GO,10626
. 068 Doenças isquêmicas do coração,GO,22341
... 068.1 Infarto agudo do miocárdio,GO,17076
. 069 Outras doenças cardíacas,GO,14012
. 070 Doenças cerebrovasculares,GO,17806
. 071 Aterosclerose,GO,80
. 072 Rest doenças do aparelho circulatório,GO,3566
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,GO,30967
. 073 Influenza (gripe),GO,361
. 074 Pneumonia,GO,13376
. 075 Out infec agudas das vias aéreas inferiores,GO,109
... 075.1 Bronquiolite,GO,68
. 076 Doenças crônicas das vias aéreas inferiores,GO,13118
... 076.1 Asma,GO,425
. 077 Restante  doenças do aparelho respiratório,GO,4003
078-082 DOENÇAS DO APARELHO DIGESTIVO,GO,15309
". 078 Úlcera gástrica, duodenal e péptica",GO,922
. 079 Peritonite,GO,195
. 080 Doenças do fígado,GO,5601
... 080.1 Doença alcoólica do fígado,GO,2872
... 080.2 Fibrose e cirrose do fígado,GO,1823
... 080.3 Outras doenças do fígado,GO,906
. 081 Colecistite,GO,411
. 082 Rest doenças do aparelho digestivo,GO,8180
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,GO,1099
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,GO,1145
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,GO,9277
. 085 D glomerulares e d renais túbulo-interstic,GO,1718
. 086 Insuficiência renal,GO,2971
. 087 Rest doenças do aparelho geniturinário,GO,4588
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",GO,447
. 088 Gravidez que termina em aborto,GO,21
. 089 Outras causas obstétricas diretas,GO,204
. 090 Causas obstétricas indiretas,GO,176
. 091 Causa obstétrica não espec direta/indireta,GO,6
. 092 Causas maternas tardias e sequelas,GO,40
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,GO,3185
. 093 Feto e recemnasc afet fat mat e compl grav,GO,1265
. 094 Transt relac duração gestação e cresc fetal,GO,90
. 095 Traumatismo de parto,GO,9
. 096 Trans resp e cardiovas espec per perinatal,GO,927
. 097 Rest afec originadas no período perinatal,GO,894
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",GO,2165
. 098 Malformações congênitas do sistema nervoso,GO,319
. 099 Malf congênitas do aparelho circulatório,GO,957
". 100 Rest de malf cong, deform e anomal Cromoss",GO,889
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",GO,4337
. 101 Senilidade,GO,280
. 102 Morte sem assistência médica,GO,384
". 103 Rest sint, sin e ach anorm clín e laborat",GO,3673
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,GO,35607
. 104 Acidentes de transporte,GO,10093
. 105 Quedas,GO,4994
. 106 Afogamento e submersões acidentais,GO,1144
". 107 Exposição à fumaça, ao fogo e às chamas",GO,207
". 108 Envenen, intoxic por ou expos a subst nociv",GO,163
. 109 Lesões autoprovocadas voluntariamente,GO,4035
. 110 Agressões,GO,10002
. 111 Eventos(fatos) cuja intenção é indeterminada,GO,1546
. 112 Intervenções legais e operações de guerra,GO,1039
. 113 Todas as outras causas externas,GO,2384
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,DF,16087
. 001 Doenças infecciosas intestinais,DF,491
... 003 Diarréia e gastroenterite orig infec pres,DF,385
... 004 Outras doenças infecciosas intestinais,DF,106
..... 004.1 Febres tifóide e paratifóide,DF,0
. 005-006 Tuberculose,DF,210
... 005 Tuberculose respiratória,DF,182
... 006 Outras tuberculoses,DF,28
. 007-015 Outras doenças bacterianas,DF,1193
... 008 Leptospirose,DF,11
... 009 Hanseníase,DF,2
... 010 Tétano,DF,0
..... 010.1 Tétano neonatal,DF,0
..... 010.3 Tétano acidental,DF,0
... 011 Difteria,DF,0
... 012 Coqueluche,DF,1
... 013 Infecção meningocócica,DF,16
... 014 Septicemia,DF,967
... 015 Infecções com transmissão predom sexual,DF,43
. 016-023 Doenças virais,DF,1553
... 017 Raiva,DF,0
... 018 Dengue,DF,481
... 019 Febre amarela,DF,0
... 020 Out febres p/arbovírus e febr hemor virais,DF,199
... 021 Sarampo,DF,0
... 022 Hepatite viral,DF,158
... 023 Doen p/vírus da imunodefic humana (HIV),DF,645
. 024-027 Doenças transmitidas por protozoários,DF,1568
... 024 Malária,DF,1
... 025 Leishmaniose,DF,9
... 026 Doença de Chagas,DF,1545
... 027 Toxoplasmose,DF,6
. 028-030 Helmintíases,DF,40
... 028 Esquistossomose,DF,23
... 029 Cisticercose,DF,16
... 030 Restante de helmintíases,DF,1
. 031 Restante algumas doenç infec e parasitárias,DF,11032
032-052 NEOPLASIAS,DF,20633
". 032 Neopl malig do lábio, cav oral e faringe",DF,721
. 033 Neoplasia maligna do esôfago,DF,582
. 034 Neoplasia maligna do estômago,DF,1206
". 035 Neoplasia maligna do cólon,reto e ânus",DF,2193
. 036 Neopl malig do fígado e vias bil intrahepát,DF,836
. 037 Neoplasia maligna do pâncreas,DF,1186
. 038 Neoplasia maligna da laringe,DF,310
". 039 Neopl malig da traquéia,brônquios e pulmões",DF,2204
. 040 Neoplasia maligna da pele,DF,153
. 041 Neoplasia maligna da mama,DF,1817
. 042 Neoplasia maligna do colo do útero,DF,742
. 043 Neopl malig de corpo e partes n/esp útero,DF,364
. 044 Neoplasia maligna do ovário,DF,476
. 045 Neoplasia maligna da próstata,DF,1231
. 046 Neoplasia maligna da bexiga,DF,394
". 047 Neopl malig mening,encéf e out partes SNC",DF,946
. 048 Linfoma não-Hodgkin,DF,461
. 049 Mieloma mult e neopl malig de plasmócitos,DF,464
. 050 Leucemia,DF,771
". 051 Neoplasias in situ, benig, comport incert",DF,470
. 052 Restante de neoplasias malignas,DF,3106
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,DF,540
. 053 Anemias,DF,265
". 054 Rest d sangue, org hemat e alg transt imunit",DF,275
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",DF,4760
. 055 Diabetes mellitus,DF,3798
. 056 Desnutrição,DF,99
". 057 Rest doenças endócr, nutricion e metabólicas",DF,863
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,DF,2155
. 058 Transt ment e comport uso subst psicoativas,DF,897
... 058.1 Trans ment e comport devid uso álcool,DF,717
. 059 Rest transtornos mentais e comportamentais,DF,1258
060-063 DOENÇAS DO SISTEMA NERVOSO,DF,4106
. 060 Meningite,DF,52
. 061 Doença de Alzheimer,DF,2051
. 062 Epilepsia,DF,407
. 063 Restante das doenças do sistema nervoso,DF,1596
064 DOENÇAS DOS OLHOS E ANEXOS,DF,0
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,DF,15
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,DF,22327
. 066 Febre reumát aguda e doen reum crôn coração,DF,267
. 067 Doenças hipertensivas,DF,2592
. 068 Doenças isquêmicas do coração,DF,6870
... 068.1 Infarto agudo do miocárdio,DF,4728
. 069 Outras doenças cardíacas,DF,4028
. 070 Doenças cerebrovasculares,DF,6946
. 071 Aterosclerose,DF,75
. 072 Rest doenças do aparelho circulatório,DF,1549
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,DF,8971
. 073 Influenza (gripe),DF,98
. 074 Pneumonia,DF,4260
. 075 Out infec agudas das vias aéreas inferiores,DF,84
... 075.1 Bronquiolite,DF,65
. 076 Doenças crônicas das vias aéreas inferiores,DF,2988
... 076.1 Asma,DF,213
. 077 Restante  doenças do aparelho respiratório,DF,1541
078-082 DOENÇAS DO APARELHO DIGESTIVO,DF,5981
". 078 Úlcera gástrica, duodenal e péptica",DF,320
. 079 Peritonite,DF,104
. 080 Doenças do fígado,DF,2267
... 080.1 Doença alcoólica do fígado,DF,1196
... 080.2 Fibrose e cirrose do fígado,DF,613
... 080.3 Outras doenças do fígado,DF,458
. 081 Colecistite,DF,210
. 082 Rest doenças do aparelho digestivo,DF,3080
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,DF,457
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,DF,590
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,DF,2656
. 085 D glomerulares e d renais túbulo-interstic,DF,299
. 086 Insuficiência renal,DF,764
. 087 Rest doenças do aparelho geniturinário,DF,1593
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",DF,196
. 088 Gravidez que termina em aborto,DF,14
. 089 Outras causas obstétricas diretas,DF,56
. 090 Causas obstétricas indiretas,DF,93
. 091 Causa obstétrica não espec direta/indireta,DF,4
. 092 Causas maternas tardias e sequelas,DF,29
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,DF,1970
. 093 Feto e recemnasc afet fat mat e compl grav,DF,1152
. 094 Transt relac duração gestação e cresc fetal,DF,107
. 095 Traumatismo de parto,DF,6
. 096 Trans resp e cardiovas espec per perinatal,DF,391
. 097 Rest afec originadas no período perinatal,DF,314
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",DF,1358
. 098 Malformações congênitas do sistema nervoso,DF,203
. 099 Malf congênitas do aparelho circulatório,DF,468
". 100 Rest de malf cong, deform e anomal Cromoss",DF,687
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",DF,1918
. 101 Senilidade,DF,88
. 102 Morte sem assistência médica,DF,20
". 103 Rest sint, sin e ach anorm clín e laborat",DF,1810
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,DF,9425
. 104 Acidentes de transporte,DF,1949
. 105 Quedas,DF,1927
. 106 Afogamento e submersões acidentais,DF,178
". 107 Exposição à fumaça, ao fogo e às chamas",DF,53
". 108 Envenen, intoxic por ou expos a subst nociv",DF,341
. 109 Lesões autoprovocadas voluntariamente,DF,1419
. 110 Agressões,DF,2299
. 111 Eventos(fatos) cuja intenção é indeterminada,DF,280
. 112 Intervenções legais e operações de guerra,DF,40
. 113 Todas as outras causas externas,DF,939
