DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE ((% a.m.))
2003-08-01,PRECOS12_IPCAAB12,2003-08-01T00:00:00-03:00,1,8,2003,-0.27
2003-09-01,PRECOS12_IPCAAB12,2003-09-01T00:00:00-03:00,1,9,2003,0.78
2003-10-01,PRECOS12_IPCAAB12,2003-10-01T00:00:00-03:00,1,10,2003,0.46
2003-11-01,PRECOS12_IPCAAB12,2003-11-01T00:00:00-03:00,1,11,2003,0.25
2003-12-01,PRECOS12_IPCAAB12,2003-12-01T00:00:00-02:00,1,12,2003,0.39
2004-01-01,PRECOS12_IPCAAB12,2004-01-01T00:00:00-02:00,1,1,2004,0.88
2004-02-01,PRECOS12_IPCAAB12,2004-02-01T00:00:00-02:00,1,2,2004,0.15
2004-03-01,PRECOS12_IPCAAB12,2004-03-01T00:00:00-03:00,1,3,2004,0.43
2004-04-01,PRECOS12_IPCAAB12,2004-04-01T00:00:00-03:00,1,4,2004,-0.34
2004-05-01,PRECOS12_IPCAAB12,2004-05-01T00:00:00-03:00,1,5,2004,0.23
2004-06-01,PRECOS12_IPCAAB12,2004-06-01T00:00:00-03:00,1,6,2004,0.72
2004-07-01,PRECOS12_IPCAAB12,2004-07-01T00:00:00-03:00,1,7,2004,0.67
2004-08-01,PRECOS12_IPCAAB12,2004-08-01T00:00:00-03:00,1,8,2004,0.85
2004-09-01,PRECOS12_IPCAAB12,2004-09-01T00:00:00-03:00,1,9,2004,-0.19
2004-10-01,PRECOS12_IPCAAB12,2004-10-01T00:00:00-03:00,1,10,2004,-0.23
2004-11-01,PRECOS12_IPCAAB12,2004-11-01T00:00:00-03:00,1,11,2004,-0.01
2004-12-01,PRECOS12_IPCAAB12,2004-12-01T00:00:00-02:00,1,12,2004,0.65
2005-01-01,PRECOS12_IPCAAB12,2005-01-01T00:00:00-02:00,1,1,2005,0.78
2005-02-01,PRECOS12_IPCAAB12,2005-02-01T00:00:00-02:00,1,2,2005,0.49
2005-03-01,PRECOS12_IPCAAB12,2005-03-01T00:00:00-03:00,1,3,2005,0.26
2005-04-01,PRECOS12_IPCAAB12,2005-04-01T00:00:00-03:00,1,4,2005,0.81
2005-05-01,PRECOS12_IPCAAB12,2005-05-01T00:00:00-03:00,1,5,2005,0.65
2005-06-01,PRECOS12_IPCAAB12,2005-06-01T00:00:00-03:00,1,6,2005,-0.67
2005-07-01,PRECOS12_IPCAAB12,2005-07-01T00:00:00-03:00,1,7,2005,-0.77
2005-08-01,PRECOS12_IPCAAB12,2005-08-01T00:00:00-03:00,1,8,2005,-0.73
2005-09-01,PRECOS12_IPCAAB12,2005-09-01T00:00:00-03:00,1,9,2005,-0.25
2005-10-01,PRECOS12_IPCAAB12,2005-10-01T00:00:00-03:00,1,10,2005,0.27
2005-11-01,PRECOS12_IPCAAB12,2005-11-01T00:00:00-02:00,1,11,2005,0.88
2005-12-01,PRECOS12_IPCAAB12,2005-12-01T00:00:00-02:00,1,12,2005,0.27
2006-01-01,PRECOS12_IPCAAB12,2006-01-01T00:00:00-02:00,1,1,2006,0.11
2006-02-01,PRECOS12_IPCAAB12,2006-02-01T00:00:00-02:00,1,2,2006,-0.28
2006-03-01,PRECOS12_IPCAAB12,2006-03-01T00:00:00-03:00,1,3,2006,-0.24
2006-04-01,PRECOS12_IPCAAB12,2006-04-01T00:00:00-03:00,1,4,2006,-0.27
2006-05-01,PRECOS12_IPCAAB12,2006-05-01T00:00:00-03:00,1,5,2006,-0.03
2006-06-01,PRECOS12_IPCAAB12,2006-06-01T00:00:00-03:00,1,6,2006,-0.61
2006-07-01,PRECOS12_IPCAAB12,2006-07-01T00:00:00-03:00,1,7,2006,0.09
2006-08-01,PRECOS12_IPCAAB12,2006-08-01T00:00:00-03:00,1,8,2006,0.07
2006-09-01,PRECOS12_IPCAAB12,2006-09-01T00:00:00-03:00,1,9,2006,0.08
2006-10-01,PRECOS12_IPCAAB12,2006-10-01T00:00:00-03:00,1,10,2006,0.88
2006-11-01,PRECOS12_IPCAAB12,2006-11-01T00:00:00-03:00,1,11,2006,1.05
2006-12-01,PRECOS12_IPCAAB12,2006-12-01T00:00:00-02:00,1,12,2006,0.39
2007-01-01,PRECOS12_IPCAAB12,2007-01-01T00:00:00-02:00,1,1,2007,0.84
2007-02-01,PRECOS12_IPCAAB12,2007-02-01T00:00:00-02:00,1,2,2007,0.78
2007-03-01,PRECOS12_IPCAAB12,2007-03-01T00:00:00-03:00,1,3,2007,0.98
2007-04-01,PRECOS12_IPCAAB12,2007-04-01T00:00:00-03:00,1,4,2007,0.03
2007-05-01,PRECOS12_IPCAAB12,2007-05-01T00:00:00-03:00,1,5,2007,0.16
2007-06-01,PRECOS12_IPCAAB12,2007-06-01T00:00:00-03:00,1,6,2007,1.09
2007-07-01,PRECOS12_IPCAAB12,2007-07-01T00:00:00-03:00,1,7,2007,1.27
2007-08-01,PRECOS12_IPCAAB12,2007-08-01T00:00:00-03:00,1,8,2007,1.39
2007-09-01,PRECOS12_IPCAAB12,2007-09-01T00:00:00-03:00,1,9,2007,0.44
2007-10-01,PRECOS12_IPCAAB12,2007-10-01T00:00:00-03:00,1,10,2007,0.52
2007-11-01,PRECOS12_IPCAAB12,2007-11-01T00:00:00-02:00,1,11,2007,0.73
2007-12-01,PRECOS12_IPCAAB12,2007-12-01T00:00:00-02:00,1,12,2007,2.06
2008-01-01,PRECOS12_IPCAAB12,2008-01-01T00:00:00-02:00,1,1,2008,1.52
2008-02-01,PRECOS12_IPCAAB12,2008-02-01T00:00:00-02:00,1,2,2008,0.6
2008-03-01,PRECOS12_IPCAAB12,2008-03-01T00:00:00-03:00,1,3,2008,0.89
2008-04-01,PRECOS12_IPCAAB12,2008-04-01T00:00:00-03:00,1,4,2008,1.29
2008-05-01,PRECOS12_IPCAAB12,2008-05-01T00:00:00-03:00,1,5,2008,1.95
2008-06-01,PRECOS12_IPCAAB12,2008-06-01T00:00:00-03:00,1,6,2008,2.11
2008-07-01,PRECOS12_IPCAAB12,2008-07-01T00:00:00-03:00,1,7,2008,1.05
2008-08-01,PRECOS12_IPCAAB12,2008-08-01T00:00:00-03:00,1,8,2008,-0.18
2008-09-01,PRECOS12_IPCAAB12,2008-09-01T00:00:00-03:00,1,9,2008,-0.27
2008-10-01,PRECOS12_IPCAAB12,2008-10-01T00:00:00-03:00,1,10,2008,0.69
2008-11-01,PRECOS12_IPCAAB12,2008-11-01T00:00:00-02:00,1,11,2008,0.61
2008-12-01,PRECOS12_IPCAAB12,2008-12-01T00:00:00-02:00,1,12,2008,0.36
2009-01-01,PRECOS12_IPCAAB12,2009-01-01T00:00:00-02:00,1,1,2009,0.75
2009-02-01,PRECOS12_IPCAAB12,2009-02-01T00:00:00-02:00,1,2,2009,0.27
2009-03-01,PRECOS12_IPCAAB12,2009-03-01T00:00:00-03:00,1,3,2009,0.3
2009-04-01,PRECOS12_IPCAAB12,2009-04-01T00:00:00-03:00,1,4,2009,0.15
2009-05-01,PRECOS12_IPCAAB12,2009-05-01T00:00:00-03:00,1,5,2009,0.44
2009-06-01,PRECOS12_IPCAAB12,2009-06-01T00:00:00-03:00,1,6,2009,0.7
2009-07-01,PRECOS12_IPCAAB12,2009-07-01T00:00:00-03:00,1,7,2009,-0.06
2009-08-01,PRECOS12_IPCAAB12,2009-08-01T00:00:00-03:00,1,8,2009,-0.01
2009-09-01,PRECOS12_IPCAAB12,2009-09-01T00:00:00-03:00,1,9,2009,-0.14
2009-10-01,PRECOS12_IPCAAB12,2009-10-01T00:00:00-03:00,1,10,2009,-0.09
2009-11-01,PRECOS12_IPCAAB12,2009-11-01T00:00:00-02:00,1,11,2009,0.58
2009-12-01,PRECOS12_IPCAAB12,2009-12-01T00:00:00-02:00,1,12,2009,0.24
2010-01-01,PRECOS12_IPCAAB12,2010-01-01T00:00:00-02:00,1,1,2010,1.13
2010-02-01,PRECOS12_IPCAAB12,2010-02-01T00:00:00-02:00,1,2,2010,0.96
2010-03-01,PRECOS12_IPCAAB12,2010-03-01T00:00:00-03:00,1,3,2010,1.55
2010-04-01,PRECOS12_IPCAAB12,2010-04-01T00:00:00-03:00,1,4,2010,1.45
2010-05-01,PRECOS12_IPCAAB12,2010-05-01T00:00:00-03:00,1,5,2010,0.28
2010-06-01,PRECOS12_IPCAAB12,2010-06-01T00:00:00-03:00,1,6,2010,-0.9
2010-07-01,PRECOS12_IPCAAB12,2010-07-01T00:00:00-03:00,1,7,2010,-0.76
2010-08-01,PRECOS12_IPCAAB12,2010-08-01T00:00:00-03:00,1,8,2010,-0.24
2010-09-01,PRECOS12_IPCAAB12,2010-09-01T00:00:00-03:00,1,9,2010,1.08
2010-10-01,PRECOS12_IPCAAB12,2010-10-01T00:00:00-03:00,1,10,2010,1.89
2010-11-01,PRECOS12_IPCAAB12,2010-11-01T00:00:00-02:00,1,11,2010,2.22
2010-12-01,PRECOS12_IPCAAB12,2010-12-01T00:00:00-02:00,1,12,2010,1.32
2011-01-01,PRECOS12_IPCAAB12,2011-01-01T00:00:00-02:00,1,1,2011,1.16
2011-02-01,PRECOS12_IPCAAB12,2011-02-01T00:00:00-02:00,1,2,2011,0.23
2011-03-01,PRECOS12_IPCAAB12,2011-03-01T00:00:00-03:00,1,3,2011,0.75
2011-04-01,PRECOS12_IPCAAB12,2011-04-01T00:00:00-03:00,1,4,2011,0.58
2011-05-01,PRECOS12_IPCAAB12,2011-05-01T00:00:00-03:00,1,5,2011,0.63
2011-06-01,PRECOS12_IPCAAB12,2011-06-01T00:00:00-03:00,1,6,2011,-0.26
2011-07-01,PRECOS12_IPCAAB12,2011-07-01T00:00:00-03:00,1,7,2011,-0.34
2011-08-01,PRECOS12_IPCAAB12,2011-08-01T00:00:00-03:00,1,8,2011,0.72
2011-09-01,PRECOS12_IPCAAB12,2011-09-01T00:00:00-03:00,1,9,2011,0.64
2011-10-01,PRECOS12_IPCAAB12,2011-10-01T00:00:00-03:00,1,10,2011,0.56
2011-11-01,PRECOS12_IPCAAB12,2011-11-01T00:00:00-02:00,1,11,2011,1.08
2011-12-01,PRECOS12_IPCAAB12,2011-12-01T00:00:00-02:00,1,12,2011,1.23
2012-01-01,PRECOS12_IPCAAB12,2012-01-01T00:00:00-02:00,1,1,2012,0.86
2012-02-01,PRECOS12_IPCAAB12,2012-02-01T00:00:00-02:00,1,2,2012,0.19
2012-03-01,PRECOS12_IPCAAB12,2012-03-01T00:00:00-03:00,1,3,2012,0.25
2012-04-01,PRECOS12_IPCAAB12,2012-04-01T00:00:00-03:00,1,4,2012,0.51
2012-05-01,PRECOS12_IPCAAB12,2012-05-01T00:00:00-03:00,1,5,2012,0.73
2012-06-01,PRECOS12_IPCAAB12,2012-06-01T00:00:00-03:00,1,6,2012,0.68
2012-07-01,PRECOS12_IPCAAB12,2012-07-01T00:00:00-03:00,1,7,2012,0.91
2012-08-01,PRECOS12_IPCAAB12,2012-08-01T00:00:00-03:00,1,8,2012,0.88
2012-09-01,PRECOS12_IPCAAB12,2012-09-01T00:00:00-03:00,1,9,2012,1.26
2012-10-01,PRECOS12_IPCAAB12,2012-10-01T00:00:00-03:00,1,10,2012,1.36
2012-11-01,PRECOS12_IPCAAB12,2012-11-01T00:00:00-02:00,1,11,2012,0.79
2012-12-01,PRECOS12_IPCAAB12,2012-12-01T00:00:00-02:00,1,12,2012,1.03
2013-01-01,PRECOS12_IPCAAB12,2013-01-01T00:00:00-02:00,1,1,2013,1.99
2013-02-01,PRECOS12_IPCAAB12,2013-02-01T00:00:00-02:00,1,2,2013,1.45
2013-03-01,PRECOS12_IPCAAB12,2013-03-01T00:00:00-03:00,1,3,2013,1.14
2013-04-01,PRECOS12_IPCAAB12,2013-04-01T00:00:00-03:00,1,4,2013,0.96
2013-05-01,PRECOS12_IPCAAB12,2013-05-01T00:00:00-03:00,1,5,2013,0.31
2013-06-01,PRECOS12_IPCAAB12,2013-06-01T00:00:00-03:00,1,6,2013,0.04
2013-07-01,PRECOS12_IPCAAB12,2013-07-01T00:00:00-03:00,1,7,2013,-0.33
2013-08-01,PRECOS12_IPCAAB12,2013-08-01T00:00:00-03:00,1,8,2013,0.01
2013-09-01,PRECOS12_IPCAAB12,2013-09-01T00:00:00-03:00,1,9,2013,0.14
2013-10-01,PRECOS12_IPCAAB12,2013-10-01T00:00:00-03:00,1,10,2013,1.03
2013-11-01,PRECOS12_IPCAAB12,2013-11-01T00:00:00-02:00,1,11,2013,0.56
2013-12-01,PRECOS12_IPCAAB12,2013-12-01T00:00:00-02:00,1,12,2013,0.89
2014-01-01,PRECOS12_IPCAAB12,2014-01-01T00:00:00-02:00,1,1,2014,0.84
2014-02-01,PRECOS12_IPCAAB12,2014-02-01T00:00:00-02:00,1,2,2014,0.56
2014-03-01,PRECOS12_IPCAAB12,2014-03-01T00:00:00-03:00,1,3,2014,1.92
2014-04-01,PRECOS12_IPCAAB12,2014-04-01T00:00:00-03:00,1,4,2014,1.19
2014-05-01,PRECOS12_IPCAAB12,2014-05-01T00:00:00-03:00,1,5,2014,0.58
2014-06-01,PRECOS12_IPCAAB12,2014-06-01T00:00:00-03:00,1,6,2014,-0.11
2014-07-01,PRECOS12_IPCAAB12,2014-07-01T00:00:00-03:00,1,7,2014,-0.15
2014-08-01,PRECOS12_IPCAAB12,2014-08-01T00:00:00-03:00,1,8,2014,-0.15
2014-09-01,PRECOS12_IPCAAB12,2014-09-01T00:00:00-03:00,1,9,2014,0.78
2014-10-01,PRECOS12_IPCAAB12,2014-10-01T00:00:00-03:00,1,10,2014,0.46
2014-11-01,PRECOS12_IPCAAB12,2014-11-01T00:00:00-02:00,1,11,2014,0.77
2014-12-01,PRECOS12_IPCAAB12,2014-12-01T00:00:00-02:00,1,12,2014,1.08
2015-01-01,PRECOS12_IPCAAB12,2015-01-01T00:00:00-02:00,1,1,2015,1.48
2015-02-01,PRECOS12_IPCAAB12,2015-02-01T00:00:00-02:00,1,2,2015,0.81
2015-03-01,PRECOS12_IPCAAB12,2015-03-01T00:00:00-03:00,1,3,2015,1.17
2015-04-01,PRECOS12_IPCAAB12,2015-04-01T00:00:00-03:00,1,4,2015,0.97
2015-05-01,PRECOS12_IPCAAB12,2015-05-01T00:00:00-03:00,1,5,2015,1.37
2015-06-01,PRECOS12_IPCAAB12,2015-06-01T00:00:00-03:00,1,6,2015,0.63
2015-07-01,PRECOS12_IPCAAB12,2015-07-01T00:00:00-03:00,1,7,2015,0.65
2015-08-01,PRECOS12_IPCAAB12,2015-08-01T00:00:00-03:00,1,8,2015,-0.01
2015-09-01,PRECOS12_IPCAAB12,2015-09-01T00:00:00-03:00,1,9,2015,0.24
2015-10-01,PRECOS12_IPCAAB12,2015-10-01T00:00:00-03:00,1,10,2015,0.77
2015-11-01,PRECOS12_IPCAAB12,2015-11-01T00:00:00-02:00,1,11,2015,1.83
2015-12-01,PRECOS12_IPCAAB12,2015-12-01T00:00:00-02:00,1,12,2015,1.5
2016-01-01,PRECOS12_IPCAAB12,2016-01-01T00:00:00-02:00,1,1,2016,2.28
2016-02-01,PRECOS12_IPCAAB12,2016-02-01T00:00:00-02:00,1,2,2016,1.06
2016-03-01,PRECOS12_IPCAAB12,2016-03-01T00:00:00-03:00,1,3,2016,1.24
2016-04-01,PRECOS12_IPCAAB12,2016-04-01T00:00:00-03:00,1,4,2016,1.09
2016-05-01,PRECOS12_IPCAAB12,2016-05-01T00:00:00-03:00,1,5,2016,0.78
2016-06-01,PRECOS12_IPCAAB12,2016-06-01T00:00:00-03:00,1,6,2016,0.71
2016-07-01,PRECOS12_IPCAAB12,2016-07-01T00:00:00-03:00,1,7,2016,1.32
2016-08-01,PRECOS12_IPCAAB12,2016-08-01T00:00:00-03:00,1,8,2016,0.3
2016-09-01,PRECOS12_IPCAAB12,2016-09-01T00:00:00-03:00,1,9,2016,-0.29
2016-10-01,PRECOS12_IPCAAB12,2016-10-01T00:00:00-03:00,1,10,2016,-0.05
2016-11-01,PRECOS12_IPCAAB12,2016-11-01T00:00:00-02:00,1,11,2016,-0.2
2016-12-01,PRECOS12_IPCAAB12,2016-12-01T00:00:00-02:00,1,12,2016,0.08
2017-01-01,PRECOS12_IPCAAB12,2017-01-01T00:00:00-02:00,1,1,2017,0.35
2017-02-01,PRECOS12_IPCAAB12,2017-02-01T00:00:00-02:00,1,2,2017,-0.45
2017-03-01,PRECOS12_IPCAAB12,2017-03-01T00:00:00-03:00,1,3,2017,0.34
2017-04-01,PRECOS12_IPCAAB12,2017-04-01T00:00:00-03:00,1,4,2017,0.58
2017-05-01,PRECOS12_IPCAAB12,2017-05-01T00:00:00-03:00,1,5,2017,-0.35
2017-06-01,PRECOS12_IPCAAB12,2017-06-01T00:00:00-03:00,1,6,2017,-0.5
2017-07-01,PRECOS12_IPCAAB12,2017-07-01T00:00:00-03:00,1,7,2017,-0.47
2017-08-01,PRECOS12_IPCAAB12,2017-08-01T00:00:00-03:00,1,8,2017,-1.07
2017-09-01,PRECOS12_IPCAAB12,2017-09-01T00:00:00-03:00,1,9,2017,-0.41
2017-10-01,PRECOS12_IPCAAB12,2017-10-01T00:00:00-03:00,1,10,2017,-0.05
2017-11-01,PRECOS12_IPCAAB12,2017-11-01T00:00:00-02:00,1,11,2017,-0.38
2017-12-01,PRECOS12_IPCAAB12,2017-12-01T00:00:00-02:00,1,12,2017,0.54
2018-01-01,PRECOS12_IPCAAB12,2018-01-01T00:00:00-02:00,1,1,2018,0.74
2018-02-01,PRECOS12_IPCAAB12,2018-02-01T00:00:00-02:00,1,2,2018,-0.33
2018-03-01,PRECOS12_IPCAAB12,2018-03-01T00:00:00-03:00,1,3,2018,0.07
2018-04-01,PRECOS12_IPCAAB12,2018-04-01T00:00:00-03:00,1,4,2018,0.09
2018-05-01,PRECOS12_IPCAAB12,2018-05-01T00:00:00-03:00,1,5,2018,0.32
2018-06-01,PRECOS12_IPCAAB12,2018-06-01T00:00:00-03:00,1,6,2018,2.03
2018-07-01,PRECOS12_IPCAAB12,2018-07-01T00:00:00-03:00,1,7,2018,-0.12
2018-08-01,PRECOS12_IPCAAB12,2018-08-01T00:00:00-03:00,1,8,2018,-0.34
2018-09-01,PRECOS12_IPCAAB12,2018-09-01T00:00:00-03:00,1,9,2018,0.1
2018-10-01,PRECOS12_IPCAAB12,2018-10-01T00:00:00-03:00,1,10,2018,0.59
2018-11-01,PRECOS12_IPCAAB12,2018-11-01T00:00:00-03:00,1,11,2018,0.39
2018-12-01,PRECOS12_IPCAAB12,2018-12-01T00:00:00-02:00,1,12,2018,0.44
2019-01-01,PRECOS12_IPCAAB12,2019-01-01T00:00:00-02:00,1,1,2019,0.9
2019-02-01,PRECOS12_IPCAAB12,2019-02-01T00:00:00-02:00,1,2,2019,0.78
2019-03-01,PRECOS12_IPCAAB12,2019-03-01T00:00:00-03:00,1,3,2019,1.37
2019-04-01,PRECOS12_IPCAAB12,2019-04-01T00:00:00-03:00,1,4,2019,0.63
2019-05-01,PRECOS12_IPCAAB12,2019-05-01T00:00:00-03:00,1,5,2019,-0.56
2019-06-01,PRECOS12_IPCAAB12,2019-06-01T00:00:00-03:00,1,6,2019,-0.25
2019-07-01,PRECOS12_IPCAAB12,2019-07-01T00:00:00-03:00,1,7,2019,0.01
2019-08-01,PRECOS12_IPCAAB12,2019-08-01T00:00:00-03:00,1,8,2019,-0.35
2019-09-01,PRECOS12_IPCAAB12,2019-09-01T00:00:00-03:00,1,9,2019,-0.43
2019-10-01,PRECOS12_IPCAAB12,2019-10-01T00:00:00-03:00,1,10,2019,0.05
2019-11-01,PRECOS12_IPCAAB12,2019-11-01T00:00:00-03:00,1,11,2019,0.72
2019-12-01,PRECOS12_IPCAAB12,2019-12-01T00:00:00-03:00,1,12,2019,3.38
2020-01-01,PRECOS12_IPCAAB12,2020-01-01T00:00:00-03:00,1,1,2020,0.39
2020-02-01,PRECOS12_IPCAAB12,2020-02-01T00:00:00-03:00,1,2,2020,0.11
2020-03-01,PRECOS12_IPCAAB12,2020-03-01T00:00:00-03:00,1,3,2020,1.13
2020-04-01,PRECOS12_IPCAAB12,2020-04-01T00:00:00-03:00,1,4,2020,1.79
2020-05-01,PRECOS12_IPCAAB12,2020-05-01T00:00:00-03:00,1,5,2020,0.24
2020-06-01,PRECOS12_IPCAAB12,2020-06-01T00:00:00-03:00,1,6,2020,0.38
2020-07-01,PRECOS12_IPCAAB12,2020-07-01T00:00:00-03:00,1,7,2020,0.01
2020-08-01,PRECOS12_IPCAAB12,2020-08-01T00:00:00-03:00,1,8,2020,0.78
2020-09-01,PRECOS12_IPCAAB12,2020-09-01T00:00:00-03:00,1,9,2020,2.28
2020-10-01,PRECOS12_IPCAAB12,2020-10-01T00:00:00-03:00,1,10,2020,1.93
2020-11-01,PRECOS12_IPCAAB12,2020-11-01T00:00:00-03:00,1,11,2020,2.54
2020-12-01,PRECOS12_IPCAAB12,2020-12-01T00:00:00-03:00,1,12,2020,1.74
2021-01-01,PRECOS12_IPCAAB12,2021-01-01T00:00:00-03:00,1,1,2021,1.02
2021-02-01,PRECOS12_IPCAAB12,2021-02-01T00:00:00-03:00,1,2,2021,0.27
2021-03-01,PRECOS12_IPCAAB12,2021-03-01T00:00:00-03:00,1,3,2021,0.13
2021-04-01,PRECOS12_IPCAAB12,2021-04-01T00:00:00-03:00,1,4,2021,0.4
2021-05-01,PRECOS12_IPCAAB12,2021-05-01T00:00:00-03:00,1,5,2021,0.44
2021-06-01,PRECOS12_IPCAAB12,2021-06-01T00:00:00-03:00,1,6,2021,0.43
2021-07-01,PRECOS12_IPCAAB12,2021-07-01T00:00:00-03:00,1,7,2021,0.6
2021-08-01,PRECOS12_IPCAAB12,2021-08-01T00:00:00-03:00,1,8,2021,1.39
2021-09-01,PRECOS12_IPCAAB12,2021-09-01T00:00:00-03:00,1,9,2021,1.02
2021-10-01,PRECOS12_IPCAAB12,2021-10-01T00:00:00-03:00,1,10,2021,1.17
2021-11-01,PRECOS12_IPCAAB12,2021-11-01T00:00:00-03:00,1,11,2021,-0.04
2021-12-01,PRECOS12_IPCAAB12,2021-12-01T00:00:00-03:00,1,12,2021,0.84
2022-01-01,PRECOS12_IPCAAB12,2022-01-01T00:00:00-03:00,1,1,2022,1.11
2022-02-01,PRECOS12_IPCAAB12,2022-02-01T00:00:00-03:00,1,2,2022,1.28
2022-03-01,PRECOS12_IPCAAB12,2022-03-01T00:00:00-03:00,1,3,2022,2.42
2022-04-01,PRECOS12_IPCAAB12,2022-04-01T00:00:00-03:00,1,4,2022,2.06
2022-05-01,PRECOS12_IPCAAB12,2022-05-01T00:00:00-03:00,1,5,2022,0.48
2022-06-01,PRECOS12_IPCAAB12,2022-06-01T00:00:00-03:00,1,6,2022,0.8
2022-07-01,PRECOS12_IPCAAB12,2022-07-01T00:00:00-03:00,1,7,2022,1.3
2022-08-01,PRECOS12_IPCAAB12,2022-08-01T00:00:00-03:00,1,8,2022,0.24
2022-09-01,PRECOS12_IPCAAB12,2022-09-01T00:00:00-03:00,1,9,2022,-0.51
2022-10-01,PRECOS12_IPCAAB12,2022-10-01T00:00:00-03:00,1,10,2022,0.72
2022-11-01,PRECOS12_IPCAAB12,2022-11-01T00:00:00-03:00,1,11,2022,0.53
2022-12-01,PRECOS12_IPCAAB12,2022-12-01T00:00:00-03:00,1,12,2022,0.66
2023-01-01,PRECOS12_IPCAAB12,2023-01-01T00:00:00-03:00,1,1,2023,0.59
2023-02-01,PRECOS12_IPCAAB12,2023-02-01T00:00:00-03:00,1,2,2023,0.16
2023-03-01,PRECOS12_IPCAAB12,2023-03-01T00:00:00-03:00,1,3,2023,0.05
2023-04-01,PRECOS12_IPCAAB12,2023-04-01T00:00:00-03:00,1,4,2023,0.71
2023-05-01,PRECOS12_IPCAAB12,2023-05-01T00:00:00-03:00,1,5,2023,0.16
2023-06-01,PRECOS12_IPCAAB12,2023-06-01T00:00:00-03:00,1,6,2023,-0.66
2023-07-01,PRECOS12_IPCAAB12,2023-07-01T00:00:00-03:00,1,7,2023,-0.46
2023-08-01,PRECOS12_IPCAAB12,2023-08-01T00:00:00-03:00,1,8,2023,-0.85
2023-09-01,PRECOS12_IPCAAB12,2023-09-01T00:00:00-03:00,1,9,2023,-0.71
2023-10-01,PRECOS12_IPCAAB12,2023-10-01T00:00:00-03:00,1,10,2023,0.31
2023-11-01,PRECOS12_IPCAAB12,2023-11-01T00:00:00-03:00,1,11,2023,0.63
2023-12-01,PRECOS12_IPCAAB12,2023-12-01T00:00:00-03:00,1,12,2023,1.11
2024-01-01,PRECOS12_IPCAAB12,2024-01-01T00:00:00-03:00,1,1,2024,1.38
2024-02-01,PRECOS12_IPCAAB12,2024-02-01T00:00:00-03:00,1,2,2024,0.95
2024-03-01,PRECOS12_IPCAAB12,2024-03-01T00:00:00-03:00,1,3,2024,0.53
2024-04-01,PRECOS12_IPCAAB12,2024-04-01T00:00:00-03:00,1,4,2024,0.7
2024-05-01,PRECOS12_IPCAAB12,2024-05-01T00:00:00-03:00,1,5,2024,0.62
2024-06-01,PRECOS12_IPCAAB12,2024-06-01T00:00:00-03:00,1,6,2024,0.44
2024-07-01,PRECOS12_IPCAAB12,2024-07-01T00:00:00-03:00,1,7,2024,-1.0
2024-08-01,PRECOS12_IPCAAB12,2024-08-01T00:00:00-03:00,1,8,2024,-0.44
2024-09-01,PRECOS12_IPCAAB12,2024-09-01T00:00:00-03:00,1,9,2024,0.5
2024-10-01,PRECOS12_IPCAAB12,2024-10-01T00:00:00-03:00,1,10,2024,1.06
2024-11-01,PRECOS12_IPCAAB12,2024-11-01T00:00:00-03:00,1,11,2024,1.55
2024-12-01,PRECOS12_IPCAAB12,2024-12-01T00:00:00-03:00,1,12,2024,1.18
2025-01-01,PRECOS12_IPCAAB12,2025-01-01T00:00:00-03:00,1,1,2025,0.96
2025-02-01,PRECOS12_IPCAAB12,2025-02-01T00:00:00-03:00,1,2,2025,0.7
2025-03-01,PRECOS12_IPCAAB12,2025-03-01T00:00:00-03:00,1,3,2025,1.17
2025-04-01,PRECOS12_IPCAAB12,2025-04-01T00:00:00-03:00,1,4,2025,0.82
2025-05-01,PRECOS12_IPCAAB12,2025-05-01T00:00:00-03:00,1,5,2025,0.17
2025-06-01,PRECOS12_IPCAAB12,2025-06-01T00:00:00-03:00,1,6,2025,-0.18
2025-07-01,PRECOS12_IPCAAB12,2025-07-01T00:00:00-03:00,1,7,2025,-0.27
2025-08-01,PRECOS12_IPCAAB12,2025-08-01T00:00:00-03:00,1,8,2025,-0.46
2025-09-01,PRECOS12_IPCAAB12,2025-09-01T00:00:00-03:00,1,9,2025,-0.26
2025-10-01,PRECOS12_IPCAAB12,2025-10-01T00:00:00-03:00,1,10,2025,0.01
2025-11-01,PRECOS12_IPCAAB12,2025-11-01T00:00:00-03:00,1,11,2025,-0.01
2025-12-01,PRECOS12_IPCAAB12,2025-12-01T00:00:00-03:00,1,12,2025,0.27
2026-01-01,PRECOS12_IPCAAB12,2026-01-01T00:00:00-03:00,1,1,2026,0.23
2026-02-01,PRECOS12_IPCAAB12,2026-02-01T00:00:00-03:00,1,2,2026,0.26
2026-03-01,PRECOS12_IPCAAB12,2026-03-01T00:00:00-03:00,1,3,2026,1.56
2026-04-01,PRECOS12_IPCAAB12,2026-04-01T00:00:00-03:00,1,4,2026,1.34
